Dates,Unnamed: 1
37339,2002
37340,2002
37341,2002
37342,2002
37343,2002
37344,2002
37345,2002
37346,2002
37347,2002
37348,2002
37349,2002
37350,2002
37351,2002
37352,2002
37353,2002
37354,2002
37355,2002
37356,2002
37357,2002
37358,2002
37359,2002
37360,2002
37361,2002
37362,2002
37363,2002
37364,2002
37365,2002
37366,2002
37367,2002
37368,2002
37369,2002
37370,2002
37371,2002
37372,2002
37373,2002
37374,2002
37375,2002
37376,2002
37377,2002
37378,2002
37379,2002
37380,2002
37381,2002
37382,2002
37383,2002
37384,2002
37385,2002
37386,2002
37387,2002
37388,2002
37389,2002
37390,2002
37391,2002
37392,2002
37393,2002
37394,2002
37395,2002
37396,2002
37397,2002
37398,2002
37399,2002
37400,2002
37401,2002
37402,2002
37403,2002
37404,2002
37405,2002
37406,2002
37407,2002
37408,2002
37409,2002
37410,2002
37411,2002
37412,2002
37413,2002
37414,2002
37415,2002
37416,2002
37417,2002
37418,2002
37419,2002
37420,2002
37421,2002
37422,2002
37423,2002
37424,2002
37425,2002
37426,2002
37427,2002
37428,2002
37429,2002
37430,2002
37431,2002
37432,2002
37433,2002
37434,2002
37435,2002
37436,2002
37437,2002
37438,2002
37439,2002
37440,2002
37441,2002
37442,2002
37443,2002
37444,2002
37445,2002
37446,2002
37447,2002
37448,2002
37449,2002
37450,2002
37451,2002
37452,2002
37453,2002
37454,2002
37455,2002
37456,2002
37457,2002
37458,2002
37459,2002
37460,2002
37461,2002
37462,2002
37463,2002
37464,2002
37465,2002
37466,2002
37467,2002
37468,2002
37469,2002
37470,2002
37471,2002
37472,2002
37473,2002
37474,2002
37475,2002
37476,2002
37477,2002
37478,2002
37479,2002
37480,2002
37481,2002
37482,2002
37483,2002
37484,2002
37485,2002
37486,2002
37487,2002
37488,2002
37489,2002
37490,2002
37491,2002
37492,2002
37493,2002
37494,2002
37495,2002
37496,2002
37497,2002
37498,2002
37499,2002
37500,2002
37501,2002
37502,2002
37503,2002
37504,2002
37505,2002
37506,2002
37507,2002
37508,2002
37509,2002
37510,2002
37511,2002
37512,2002
37513,2002
37514,2002
37515,2002
37516,2002
37517,2002
37518,2002
37519,2002
37520,2002
37521,2002
37522,2002
37523,2002
37524,2002
37525,2002
37526,2002
37527,2002
37528,2002
37529,2002
37530,2002
37531,2002
37532,2002
37533,2002
37534,2002
37535,2002
37536,2002
37537,2002
37538,2002
37539,2002
37540,2002
37541,2002
37542,2002
37543,2002
37544,2002
37545,2002
37546,2002
37547,2002
37548,2002
37549,2002
37550,2002
37551,2002
37552,2002
37553,2002
37554,2002
37555,2002
37556,2002
37557,2002
37558,2002
37559,2002
37560,2002
37561,2002
37562,2002
37563,2002
37564,2002
37565,2002
37566,2002
37567,2002
37568,2002
37569,2002
37570,2002
37571,2002
37572,2002
37573,2002
37574,2002
37575,2002
37576,2002
37577,2002
37578,2002
37579,2002
37580,2002
37581,2002
37582,2002
37583,2002
37584,2002
37585,2002
37586,2002
37587,2002
37588,2002
37589,2002
37590,2002
37591,2002
37592,2002
37593,2002
37594,2002
37595,2002
37596,2002
37597,2002
37598,2002
37599,2002
37600,2002
37601,2002
37602,2002
37603,2002
37604,2002
37605,2002
37606,2002
37607,2002
37608,2002
37609,2002
37610,2002
37611,2002
37612,2002
37613,2002
37614,2002
37615,2002
37616,2002
37617,2002
37618,2002
37619,2002
37620,2002
37621,2002
37622,2003
37623,2003
37624,2003
37625,2003
37626,2003
37627,2003
37628,2003
37629,2003
37630,2003
37631,2003
37632,2003
37633,2003
37634,2003
37635,2003
37636,2003
37637,2003
37638,2003
37639,2003
37640,2003
37641,2003
37642,2003
37643,2003
37644,2003
37645,2003
37646,2003
37647,2003
37648,2003
37649,2003
37650,2003
37651,2003
37652,2003
37653,2003
37654,2003
37655,2003
37656,2003
37657,2003
37658,2003
37659,2003
37660,2003
37661,2003
37662,2003
37663,2003
37664,2003
37665,2003
37666,2003
37667,2003
37668,2003
37669,2003
37670,2003
37671,2003
37672,2003
37673,2003
37674,2003
37675,2003
37676,2003
37677,2003
37678,2003
37679,2003
37680,2003
37681,2003
37682,2003
37683,2003
37684,2003
37685,2003
37686,2003
37687,2003
37688,2003
37689,2003
37690,2003
37691,2003
37692,2003
37693,2003
37694,2003
37695,2003
37696,2003
37697,2003
37698,2003
37699,2003
37700,2003
37701,2003
37702,2003
37703,2003
37704,2003
37705,2003
37706,2003
37707,2003
37708,2003
37709,2003
37710,2003
37711,2003
37712,2003
37713,2003
37714,2003
37715,2003
37716,2003
37717,2003
37718,2003
37719,2003
37720,2003
37721,2003
37722,2003
37723,2003
37724,2003
37725,2003
37726,2003
37727,2003
37728,2003
37729,2003
37730,2003
37731,2003
37732,2003
37733,2003
37734,2003
37735,2003
37736,2003
37737,2003
37738,2003
37739,2003
37740,2003
37741,2003
37742,2003
37743,2003
37744,2003
37745,2003
37746,2003
37747,2003
37748,2003
37749,2003
37750,2003
37751,2003
37752,2003
37753,2003
37754,2003
37755,2003
37756,2003
37757,2003
37758,2003
37759,2003
37760,2003
37761,2003
37762,2003
37763,2003
37764,2003
37765,2003
37766,2003
37767,2003
37768,2003
37769,2003
37770,2003
37771,2003
37772,2003
37773,2003
37774,2003
37775,2003
37776,2003
37777,2003
37778,2003
37779,2003
37780,2003
37781,2003
37782,2003
37783,2003
37784,2003
37785,2003
37786,2003
37787,2003
37788,2003
37789,2003
37790,2003
37791,2003
37792,2003
37793,2003
37794,2003
37795,2003
37796,2003
37797,2003
37798,2003
37799,2003
37800,2003
37801,2003
37802,2003
37803,2003
37804,2003
37805,2003
37806,2003
37807,2003
37808,2003
37809,2003
37810,2003
37811,2003
37812,2003
37813,2003
37814,2003
37815,2003
37816,2003
37817,2003
37818,2003
37819,2003
37820,2003
37821,2003
37822,2003
37823,2003
37824,2003
37825,2003
37826,2003
37827,2003
37828,2003
37829,2003
37830,2003
37831,2003
37832,2003
37833,2003
37834,2003
37835,2003
37836,2003
37837,2003
37838,2003
37839,2003
37840,2003
37841,2003
37842,2003
37843,2003
37844,2003
37845,2003
37846,2003
37847,2003
37848,2003
37849,2003
37850,2003
37851,2003
37852,2003
37853,2003
37854,2003
37855,2003
37856,2003
37857,2003
37858,2003
37859,2003
37860,2003
37861,2003
37862,2003
37863,2003
37864,2003
37865,2003
37866,2003
37867,2003
37868,2003
37869,2003
37870,2003
37871,2003
37872,2003
37873,2003
37874,2003
37875,2003
37876,2003
37877,2003
37878,2003
37879,2003
37880,2003
37881,2003
37882,2003
37883,2003
37884,2003
37885,2003
37886,2003
37887,2003
37888,2003
37889,2003
37890,2003
37891,2003
37892,2003
37893,2003
37894,2003
37895,2003
37896,2003
37897,2003
37898,2003
37899,2003
37900,2003
37901,2003
37902,2003
37903,2003
37904,2003
37905,2003
37906,2003
37907,2003
37908,2003
37909,2003
37910,2003
37911,2003
37912,2003
37913,2003
37914,2003
37915,2003
37916,2003
37917,2003
37918,2003
37919,2003
37920,2003
37921,2003
37922,2003
37923,2003
37924,2003
37925,2003
37926,2003
37927,2003
37928,2003
37929,2003
37930,2003
37931,2003
37932,2003
37933,2003
37934,2003
37935,2003
37936,2003
37937,2003
37938,2003
37939,2003
37940,2003
37941,2003
37942,2003
37943,2003
37944,2003
37945,2003
37946,2003
37947,2003
37948,2003
37949,2003
37950,2003
37951,2003
37952,2003
37953,2003
37954,2003
37955,2003
37956,2003
37957,2003
37958,2003
37959,2003
37960,2003
37961,2003
37962,2003
37963,2003
37964,2003
37965,2003
37966,2003
37967,2003
37968,2003
37969,2003
37970,2003
37971,2003
37972,2003
37973,2003
37974,2003
37975,2003
37976,2003
37977,2003
37978,2003
37979,2003
37980,2003
37981,2003
37982,2003
37983,2003
37984,2003
37985,2003
37986,2003
37987,2004
37988,2004
37989,2004
37990,2004
37991,2004
37992,2004
37993,2004
37994,2004
37995,2004
37996,2004
37997,2004
37998,2004
37999,2004
38000,2004
38001,2004
38002,2004
38003,2004
38004,2004
38005,2004
38006,2004
38007,2004
38008,2004
38009,2004
38010,2004
38011,2004
38012,2004
38013,2004
38014,2004
38015,2004
38016,2004
38017,2004
38018,2004
38019,2004
38020,2004
38021,2004
38022,2004
38023,2004
38024,2004
38025,2004
38026,2004
38027,2004
38028,2004
38029,2004
38030,2004
38031,2004
38032,2004
38033,2004
38034,2004
38035,2004
38036,2004
38037,2004
38038,2004
38039,2004
38040,2004
38041,2004
38042,2004
38043,2004
38044,2004
38045,2004
38046,2004
38047,2004
38048,2004
38049,2004
38050,2004
38051,2004
38052,2004
38053,2004
38054,2004
38055,2004
38056,2004
38057,2004
38058,2004
38059,2004
38060,2004
38061,2004
38062,2004
38063,2004
38064,2004
38065,2004
38066,2004
38067,2004
38068,2004
38069,2004
38070,2004
38071,2004
38072,2004
38073,2004
38074,2004
38075,2004
38076,2004
38077,2004
38078,2004
38079,2004
38080,2004
38081,2004
38082,2004
38083,2004
38084,2004
38085,2004
38086,2004
38087,2004
38088,2004
38089,2004
38090,2004
38091,2004
38092,2004
38093,2004
38094,2004
38095,2004
38096,2004
38097,2004
38098,2004
38099,2004
38100,2004
38101,2004
38102,2004
38103,2004
38104,2004
38105,2004
38106,2004
38107,2004
38108,2004
38109,2004
38110,2004
38111,2004
38112,2004
38113,2004
38114,2004
38115,2004
38116,2004
38117,2004
38118,2004
38119,2004
38120,2004
38121,2004
38122,2004
38123,2004
38124,2004
38125,2004
38126,2004
38127,2004
38128,2004
38129,2004
38130,2004
38131,2004
38132,2004
38133,2004
38134,2004
38135,2004
38136,2004
38137,2004
38138,2004
38139,2004
38140,2004
38141,2004
38142,2004
38143,2004
38144,2004
38145,2004
38146,2004
38147,2004
38148,2004
38149,2004
38150,2004
38151,2004
38152,2004
38153,2004
38154,2004
38155,2004
38156,2004
38157,2004
38158,2004
38159,2004
38160,2004
38161,2004
38162,2004
38163,2004
38164,2004
38165,2004
38166,2004
38167,2004
38168,2004
38169,2004
38170,2004
38171,2004
38172,2004
38173,2004
38174,2004
38175,2004
38176,2004
38177,2004
38178,2004
38179,2004
38180,2004
38181,2004
38182,2004
38183,2004
38184,2004
38185,2004
38186,2004
38187,2004
38188,2004
38189,2004
38190,2004
38191,2004
38192,2004
38193,2004
38194,2004
38195,2004
38196,2004
38197,2004
38198,2004
38199,2004
38200,2004
38201,2004
38202,2004
38203,2004
38204,2004
38205,2004
38206,2004
38207,2004
38208,2004
38209,2004
38210,2004
38211,2004
38212,2004
38213,2004
38214,2004
38215,2004
38216,2004
38217,2004
38218,2004
38219,2004
38220,2004
38221,2004
38222,2004
38223,2004
38224,2004
38225,2004
38226,2004
38227,2004
38228,2004
38229,2004
38230,2004
38231,2004
38232,2004
38233,2004
38234,2004
38235,2004
38236,2004
38237,2004
38238,2004
38239,2004
38240,2004
38241,2004
38242,2004
38243,2004
38244,2004
38245,2004
38246,2004
38247,2004
38248,2004
38249,2004
38250,2004
38251,2004
38252,2004
38253,2004
38254,2004
38255,2004
38256,2004
38257,2004
38258,2004
38259,2004
38260,2004
38261,2004
38262,2004
38263,2004
38264,2004
38265,2004
38266,2004
38267,2004
38268,2004
38269,2004
38270,2004
38271,2004
38272,2004
38273,2004
38274,2004
38275,2004
38276,2004
38277,2004
38278,2004
38279,2004
38280,2004
38281,2004
38282,2004
38283,2004
38284,2004
38285,2004
38286,2004
38287,2004
38288,2004
38289,2004
38290,2004
38291,2004
38292,2004
38293,2004
38294,2004
38295,2004
38296,2004
38297,2004
38298,2004
38299,2004
38300,2004
38301,2004
38302,2004
38303,2004
38304,2004
38305,2004
38306,2004
38307,2004
38308,2004
38309,2004
38310,2004
38311,2004
38312,2004
38313,2004
38314,2004
38315,2004
38316,2004
38317,2004
38318,2004
38319,2004
38320,2004
38321,2004
38322,2004
38323,2004
38324,2004
38325,2004
38326,2004
38327,2004
38328,2004
38329,2004
38330,2004
38331,2004
38332,2004
38333,2004
38334,2004
38335,2004
38336,2004
38337,2004
38338,2004
38339,2004
38340,2004
38341,2004
38342,2004
38343,2004
38344,2004
38345,2004
38346,2004
38347,2004
38348,2004
38349,2004
38350,2004
38351,2004
38352,2004
38353,2005
38354,2005
38355,2005
38356,2005
38357,2005
38358,2005
38359,2005
38360,2005
38361,2005
38362,2005
38363,2005
38364,2005
38365,2005
38366,2005
38367,2005
38368,2005
38369,2005
38370,2005
38371,2005
38372,2005
38373,2005
38374,2005
38375,2005
38376,2005
38377,2005
38378,2005
38379,2005
38380,2005
38381,2005
38382,2005
38383,2005
38384,2005
38385,2005
38386,2005
38387,2005
38388,2005
38389,2005
38390,2005
38391,2005
38392,2005
38393,2005
38394,2005
38395,2005
38396,2005
38397,2005
38398,2005
38399,2005
38400,2005
38401,2005
38402,2005
38403,2005
38404,2005
38405,2005
38406,2005
38407,2005
38408,2005
38409,2005
38410,2005
38411,2005
38412,2005
38413,2005
38414,2005
38415,2005
38416,2005
38417,2005
38418,2005
38419,2005
38420,2005
38421,2005
38422,2005
38423,2005
38424,2005
38425,2005
38426,2005
38427,2005
38428,2005
38429,2005
38430,2005
38431,2005
38432,2005
38433,2005
38434,2005
38435,2005
38436,2005
38437,2005
38438,2005
38439,2005
38440,2005
38441,2005
38442,2005
38443,2005
38444,2005
38445,2005
38446,2005
38447,2005
38448,2005
38449,2005
38450,2005
38451,2005
38452,2005
38453,2005
38454,2005
38455,2005
38456,2005
38457,2005
38458,2005
38459,2005
38460,2005
38461,2005
38462,2005
38463,2005
38464,2005
38465,2005
38466,2005
38467,2005
38468,2005
38469,2005
38470,2005
38471,2005
38472,2005
38473,2005
38474,2005
38475,2005
38476,2005
38477,2005
38478,2005
38479,2005
38480,2005
38481,2005
38482,2005
38483,2005
38484,2005
38485,2005
38486,2005
38487,2005
38488,2005
38489,2005
38490,2005
38491,2005
38492,2005
38493,2005
38494,2005
38495,2005
38496,2005
38497,2005
38498,2005
38499,2005
38500,2005
38501,2005
38502,2005
38503,2005
38504,2005
38505,2005
38506,2005
38507,2005
38508,2005
38509,2005
38510,2005
38511,2005
38512,2005
38513,2005
38514,2005
38515,2005
38516,2005
38517,2005
38518,2005
38519,2005
38520,2005
38521,2005
38522,2005
38523,2005
38524,2005
38525,2005
38526,2005
38527,2005
38528,2005
38529,2005
38530,2005
38531,2005
38532,2005
38533,2005
38534,2005
38535,2005
38536,2005
38537,2005
38538,2005
38539,2005
38540,2005
38541,2005
38542,2005
38543,2005
38544,2005
38545,2005
38546,2005
38547,2005
38548,2005
38549,2005
38550,2005
38551,2005
38552,2005
38553,2005
38554,2005
38555,2005
38556,2005
38557,2005
38558,2005
38559,2005
38560,2005
38561,2005
38562,2005
38563,2005
38564,2005
38565,2005
38566,2005
38567,2005
38568,2005
38569,2005
38570,2005
38571,2005
38572,2005
38573,2005
38574,2005
38575,2005
38576,2005
38577,2005
38578,2005
38579,2005
38580,2005
38581,2005
38582,2005
38583,2005
38584,2005
38585,2005
38586,2005
38587,2005
38588,2005
38589,2005
38590,2005
38591,2005
38592,2005
38593,2005
38594,2005
38595,2005
38596,2005
38597,2005
38598,2005
38599,2005
38600,2005
38601,2005
38602,2005
38603,2005
38604,2005
38605,2005
38606,2005
38607,2005
38608,2005
38609,2005
38610,2005
38611,2005
38612,2005
38613,2005
38614,2005
38615,2005
38616,2005
38617,2005
38618,2005
38619,2005
38620,2005
38621,2005
38622,2005
38623,2005
38624,2005
38625,2005
38626,2005
38627,2005
38628,2005
38629,2005
38630,2005
38631,2005
38632,2005
38633,2005
38634,2005
38635,2005
38636,2005
38637,2005
38638,2005
38639,2005
38640,2005
38641,2005
38642,2005
38643,2005
38644,2005
38645,2005
38646,2005
38647,2005
38648,2005
38649,2005
38650,2005
38651,2005
38652,2005
38653,2005
38654,2005
38655,2005
38656,2005
38657,2005
38658,2005
38659,2005
38660,2005
38661,2005
38662,2005
38663,2005
38664,2005
38665,2005
38666,2005
38667,2005
38668,2005
38669,2005
38670,2005
38671,2005
38672,2005
38673,2005
38674,2005
38675,2005
38676,2005
38677,2005
38678,2005
38679,2005
38680,2005
38681,2005
38682,2005
38683,2005
38684,2005
38685,2005
38686,2005
38687,2005
38688,2005
38689,2005
38690,2005
38691,2005
38692,2005
38693,2005
38694,2005
38695,2005
38696,2005
38697,2005
38698,2005
38699,2005
38700,2005
38701,2005
38702,2005
38703,2005
38704,2005
38705,2005
38706,2005
38707,2005
38708,2005
38709,2005
38710,2005
38711,2005
38712,2005
38713,2005
38714,2005
38715,2005
38716,2005
38717,2005
38718,2006
38719,2006
38720,2006
38721,2006
38722,2006
38723,2006
38724,2006
38725,2006
38726,2006
38727,2006
38728,2006
38729,2006
38730,2006
38731,2006
38732,2006
38733,2006
38734,2006
38735,2006
38736,2006
38737,2006
38738,2006
38739,2006
38740,2006
38741,2006
38742,2006
38743,2006
38744,2006
38745,2006
38746,2006
38747,2006
38748,2006
38749,2006
38750,2006
38751,2006
38752,2006
38753,2006
38754,2006
38755,2006
38756,2006
38757,2006
38758,2006
38759,2006
38760,2006
38761,2006
38762,2006
38763,2006
38764,2006
38765,2006
38766,2006
38767,2006
38768,2006
38769,2006
38770,2006
38771,2006
38772,2006
38773,2006
38774,2006
38775,2006
38776,2006
38777,2006
38778,2006
38779,2006
38780,2006
38781,2006
38782,2006
38783,2006
38784,2006
38785,2006
38786,2006
38787,2006
38788,2006
38789,2006
38790,2006
38791,2006
38792,2006
38793,2006
38794,2006
38795,2006
38796,2006
38797,2006
38798,2006
38799,2006
38800,2006
38801,2006
38802,2006
38803,2006
38804,2006
38805,2006
38806,2006
38807,2006
38808,2006
38809,2006
38810,2006
38811,2006
38812,2006
38813,2006
38814,2006
38815,2006
38816,2006
38817,2006
38818,2006
38819,2006
38820,2006
38821,2006
38822,2006
38823,2006
38824,2006
38825,2006
38826,2006
38827,2006
38828,2006
38829,2006
38830,2006
38831,2006
38832,2006
38833,2006
38834,2006
38835,2006
38836,2006
38837,2006
38838,2006
38839,2006
38840,2006
38841,2006
38842,2006
38843,2006
38844,2006
38845,2006
38846,2006
38847,2006
38848,2006
38849,2006
38850,2006
38851,2006
38852,2006
