Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,Unnamed: 184,Unnamed: 185,Unnamed: 186,Unnamed: 187,Unnamed: 188,Unnamed: 189,Unnamed: 190,Unnamed: 191,Unnamed: 192,Unnamed: 193,Unnamed: 194,Unnamed: 195,Unnamed: 196,Unnamed: 197,Unnamed: 198,Unnamed: 199,Unnamed: 200,Unnamed: 201,Unnamed: 202,Unnamed: 203,Unnamed: 204,Unnamed: 205,Unnamed: 206,Unnamed: 207,Unnamed: 208,Unnamed: 209,Unnamed: 210,Unnamed: 211,Unnamed: 212,Unnamed: 213,Unnamed: 214,Unnamed: 215,Unnamed: 216,Unnamed: 217,Unnamed: 218,Unnamed: 219,Unnamed: 220,Unnamed: 221,Unnamed: 222,Unnamed: 223,Unnamed: 224,Unnamed: 225,Unnamed: 226,Unnamed: 227,Unnamed: 228,Unnamed: 229,Unnamed: 230,Unnamed: 231,Unnamed: 232,Unnamed: 233,Unnamed: 234,Unnamed: 235,Unnamed: 236,Unnamed: 237,Unnamed: 238,Unnamed: 239,Unnamed: 240,Unnamed: 241,Unnamed: 242,Unnamed: 243,Unnamed: 244,Unnamed: 245,Unnamed: 246,Unnamed: 247,Unnamed: 248,Unnamed: 249,Unnamed: 250,Unnamed: 251,Unnamed: 252,Unnamed: 253,Unnamed: 254,Unnamed: 255,Unnamed: 256,Unnamed: 257,Unnamed: 258,Unnamed: 259,Unnamed: 260,Unnamed: 261,Unnamed: 262
,,,,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Electricity Installed Capacity (MW),Electricity Installed Capacity (MW),Electricity Installed Capacity (MW),Electricity Installed Capacity (MW),Electricity Installed Capacity (MW),Electricity Installed Capacity (MW),Electricity Installed Capacity (MW),Electricity Installed Capacity (MW),Electricity Installed Capacity (MW),Electricity Installed Capacity (MW),Electricity Installed Capacity (MW),Electricity Installed Capacity (MW),Electricity Installed Capacity (MW),Electricity Installed Capacity (MW),Electricity Installed Capacity (MW),Electricity Installed Capacity (MW),Electricity Installed Capacity (MW),Electricity Installed Capacity (MW),Electricity Installed Capacity (MW),Electricity Installed Capacity (MW),Electricity Installed Capacity (MW),Electricity Installed Capacity (MW),Electricity Installed Capacity (MW),Electricity Installed Capacity (MW),Electricity Installed Capacity (MW),Heat Generation (TJ),Heat Generation (TJ),Heat Generation (TJ),Heat Generation (TJ),Heat Generation (TJ),Heat Generation (TJ),Heat Generation (TJ),Heat Generation (TJ),Heat Generation (TJ),Heat Generation (TJ),Heat Generation (TJ),Heat Generation (TJ),Heat Generation (TJ),Heat Generation (TJ),Heat Generation (TJ),Heat Generation (TJ),Heat Generation (TJ),Heat Generation (TJ),Heat Generation (TJ),Heat Generation (TJ),Heat Generation (TJ),Heat Generation (TJ),Heat Generation (TJ),Heat Generation (TJ),Public Flows (2022 USD M),Public Flows (2022 USD M),Public Flows (2022 USD M),Public Flows (2022 USD M),Public Flows (2022 USD M),Public Flows (2022 USD M),Public Flows (2022 USD M),Public Flows (2022 USD M),Public Flows (2022 USD M),Public Flows (2022 USD M),Public Flows (2022 USD M),Public Flows (2022 USD M),Public Flows (2022 USD M),Public Flows (2022 USD M),Public Flows (2022 USD M),Public Flows (2022 USD M),Public Flows (2022 USD M),Public Flows (2022 USD M),Public Flows (2022 USD M),Public Flows (2022 USD M),Public Flows (2022 USD M),Public Flows (2022 USD M),Public Flows (2022 USD M),Public Flows (2022 USD M),SDG 7a1 Intl. Public Flows (2022 USD M),SDG 7a1 Intl. Public Flows (2022 USD M),SDG 7a1 Intl. Public Flows (2022 USD M),SDG 7a1 Intl. Public Flows (2022 USD M),SDG 7a1 Intl. Public Flows (2022 USD M),SDG 7a1 Intl. Public Flows (2022 USD M),SDG 7a1 Intl. Public Flows (2022 USD M),SDG 7a1 Intl. Public Flows (2022 USD M),SDG 7a1 Intl. Public Flows (2022 USD M),SDG 7a1 Intl. Public Flows (2022 USD M),SDG 7a1 Intl. Public Flows (2022 USD M),SDG 7a1 Intl. Public Flows (2022 USD M),SDG 7a1 Intl. Public Flows (2022 USD M),SDG 7a1 Intl. Public Flows (2022 USD M),SDG 7a1 Intl. Public Flows (2022 USD M),SDG 7a1 Intl. Public Flows (2022 USD M),SDG 7a1 Intl. Public Flows (2022 USD M),SDG 7a1 Intl. Public Flows (2022 USD M),SDG 7a1 Intl. Public Flows (2022 USD M),SDG 7a1 Intl. Public Flows (2022 USD M),SDG 7a1 Intl. Public Flows (2022 USD M),SDG 7a1 Intl. Public Flows (2022 USD M),SDG 7a1 Intl. Public Flows (2022 USD M),SDG 7b1 RE capacity per capita (W/inhabitant),SDG 7b1 RE capacity per capita (W/inhabitant),SDG 7b1 RE capacity per capita (W/inhabitant),SDG 7b1 RE capacity per capita (W/inhabitant),SDG 7b1 RE capacity per capita (W/inhabitant),SDG 7b1 RE capacity per capita (W/inhabitant),SDG 7b1 RE capacity per capita (W/inhabitant),SDG 7b1 RE capacity per capita (W/inhabitant),SDG 7b1 RE capacity per capita (W/inhabitant),SDG 7b1 RE capacity per capita (W/inhabitant),SDG 7b1 RE capacity per capita (W/inhabitant),SDG 7b1 RE capacity per capita (W/inhabitant),SDG 7b1 RE capacity per capita (W/inhabitant),SDG 7b1 RE capacity per capita (W/inhabitant),SDG 7b1 RE capacity per capita (W/inhabitant),SDG 7b1 RE capacity per capita (W/inhabitant),SDG 7b1 RE capacity per capita (W/inhabitant),SDG 7b1 RE capacity per capita (W/inhabitant),SDG 7b1 RE capacity per capita (W/inhabitant),SDG 7b1 RE capacity per capita (W/inhabitant),SDG 7b1 RE capacity per capita (W/inhabitant),SDG 7b1 RE capacity per capita (W/inhabitant),SDG 7b1 RE capacity per capita (W/inhabitant),SDG 7b1 RE capacity per capita (W/inhabitant),SDG 7b1 RE capacity per capita (W/inhabitant),SDG 7b1 RE capacity per capita (W/inhabitant),SDG 7b1 RE capacity per capita (W/inhabitant),SDG 7b1 RE capacity per capita (W/inhabitant),SDG 7b1 RE capacity per capita (W/inhabitant),SDG 7b1 RE capacity per capita (W/inhabitant),SDG 7b1 RE capacity per capita (W/inhabitant),SDG 7b1 RE capacity per capita (W/inhabitant),SDG 7b1 RE capacity per capita (W/inhabitant),SDG 7b1 RE capacity per capita (W/inhabitant),SDG 7b1 RE capacity per capita (W/inhabitant),SDG 7b1 RE capacity per capita (W/inhabitant),SDG 7b1 RE capacity per capita (W/inhabitant),SDG 7b1 RE capacity per capita (W/inhabitant),SDG 7b1 RE capacity per capita (W/inhabitant),SDG 7b1 RE capacity per capita (W/inhabitant),SDG 7b1 RE capacity per capita (W/inhabitant),SDG 7b1 RE capacity per capita (W/inhabitant),SDG 7b1 RE capacity per capita (W/inhabitant),SDG 7b1 RE capacity per capita (W/inhabitant),SDG 7b1 RE capacity per capita (W/inhabitant),SDG 7b1 RE capacity per capita (W/inhabitant),SDG 7b1 RE capacity per capita (W/inhabitant),SDG 7b1 RE capacity per capita (W/inhabitant),SDG 7b1 RE capacity per capita (W/inhabitant),SDG 7b1 RE capacity per capita (W/inhabitant),SDG 7b1 RE capacity per capita (W/inhabitant),SDG 7b1 RE capacity per capita (W/inhabitant),SDG 7b1 RE capacity per capita (W/inhabitant),SDG 7b1 RE capacity per capita (W/inhabitant),SDG 7b1 RE capacity per capita (W/inhabitant),SDG 7b1 RE capacity per capita (W/inhabitant),SDG 7b1 RE capacity per capita (W/inhabitant),SDG 7b1 RE capacity per capita (W/inhabitant),SDG 7b1 RE capacity per capita (W/inhabitant),SDG 7b1 RE capacity per capita (W/inhabitant),SDG 7b1 RE capacity per capita (W/inhabitant),SDG 7b1 RE capacity per capita (W/inhabitant),SDG 7b1 RE capacity per capita (W/inhabitant),SDG 7b1 RE capacity per capita (W/inhabitant),SDG 7b1 RE capacity per capita (W/inhabitant),SDG 7b1 RE capacity per capita (W/inhabitant),SDG 7b1 RE capacity per capita (W/inhabitant),SDG 7b1 RE capacity per capita (W/inhabitant),SDG 7b1 RE capacity per capita (W/inhabitant),SDG 7b1 RE capacity per capita (W/inhabitant),SDG 7b1 RE capacity per capita (W/inhabitant),SDG 7b1 RE capacity per capita (W/inhabitant),SDG 7b1 RE capacity per capita (W/inhabitant),SDG 7b1 RE capacity per capita (W/inhabitant),SDG 7b1 RE capacity per capita (W/inhabitant),SDG 7b1 RE capacity per capita (W/inhabitant),SDG 7b1 RE capacity per capita (W/inhabitant),SDG 7b1 RE capacity per capita (W/inhabitant),SDG 7b1 RE capacity per capita (W/inhabitant),SDG 7b1 RE capacity per capita (W/inhabitant),SDG 7b1 RE capacity per capita (W/inhabitant),SDG 7b1 RE capacity per capita (W/inhabitant),SDG 7b1 RE capacity per capita (W/inhabitant),SDG 7b1 RE capacity per capita (W/inhabitant),SDG 7b1 RE capacity per capita (W/inhabitant),SDG 7b1 RE capacity per capita (W/inhabitant),SDG 7b1 RE capacity per capita (W/inhabitant),SDG 7b1 RE capacity per capita (W/inhabitant),0x17,0x17,0x17,0x17,0x17,0x17,0x17,0x17,0x17,0x17,0x17,0x17,0x17,0x17,0x17,0x17,0x17,0x17,0x17,0x17,0x17,0x17,0x17,0x17,0x17,0x17,0x17,0x17,0x17,0x17,0x17,0x17,0x17,0x17,0x17,0x17,0x17,0x17,0x17,0x17,0x17,0x17,0x17,0x17,0x17,0x17,0x17,0x17,0x17,0x17
,,Indicator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Electricity Generation (GWh),,,,,,,,,,,,,,,,,,,,,,,,Electricity Installed Capacity (MW),,,,,,,,,,,,,,,,,,,,,,,,,Heat Generation (TJ),,,,,,,,,,,,,,,,,,,,,,,,Public Flows (2022 USD M),,,,,,,,,,,,,,,,,,,,,,,,SDG 7a1 Intl. Public Flows (2022 USD M),,,,,,,,,,,,,,,,,,,,,,,SDG 7b1 RE capacity per capita (W/inhabitant),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2000,2001.0,2002,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total Non-Renewable,,,,12704808.17794624,12870083.61894624,13379331.095946243,13938478.151946241,14488573.41361024,15088935.353016242,15645229.807928247,16358634.087997247,16552869.725610249,16323690.158506237,17381041.76979911,17890091.91892306,18096394.156042553,18467764.263241142,18544826.173026673,18748703.60385442,19039061.987726495,19485277.422212966,20038745.931046396,20083313.469672002,19559638.129672006,20521950.52805534,20694734.61047572,20938689.59086405,2707904.798799998,2776754.4428000012,2885420.1907999995,3007185.6248000003,3099083.8378,3204066.491800001,3342902.7307999986,3472008.8328,3575828.2328000013,3698003.5548000014,3851182.4960000003,3981455.0280000013,4094333.5488000014,4202423.622800002,4316667.196800005,4424980.541800006,4531017.485800002,4624621.333400002,4764924.123821002,4817572.816821004,4883173.070821002,4947365.946821002,5021924.821821,5109891.772021,5167044.974020995,11878937.633000001,12035347.803999998,12065563.712000001,12342737.022,12504120.859000001,12511023.871,12989044.14,12772666.177,12509205.494,12191751.850999998,13089297.451,13444058.434,13704106.444999997,13137617.495,12915668.189999996,12610842.665,13081432.37,14693046.606000002,14368568.587999988,13921269.63099999,13841691.492000008,14148992.21900001,13772744.7,13914514.303,1330.6040813147376,2358.890691736592,2704.3333410099585,2716.424116187204,2727.543342854346,3160.0776170736053,2541.9805408493667,4255.897299569146,4831.980880431675,23875.407914364958,13114.411820299654,14438.004834415055,13243.035354559686,11154.690425350402,16083.057819045196,6952.424457814617,14824.722027296799,2035.9528533456223,7176.80239424842,6245.562904088753,4251.24431508876,3416.0568172983276,1751.7326077509863,4094.5769571228097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Fossil fuels,,,9965337.643946243,10077917.821946241,10558822.287946235,11142907.274946243,11584536.105610244,12148685.721016238,12681251.438928245,13466119.298997246,13651621.404610246,13461857.79150624,14440585.93479911,15122111.40592306,15449002.241042554,15798767.819241142,15811866.692026667,15975108.14485442,16195752.869726492,16599931.828212967,17073782.6460464,17041208.165672004,16607660.826672006,17429661.053055342,17698937.974475693,17875063.140864007,2262880.5888,2332727.862800001,2433144.455799999,2554086.3948,2637409.9077999997,2734434.9988000006,2869411.260799998,2993232.590799999,3096203.045800001,3211954.8498000004,3358394.427,3480215.419000001,3596961.620800001,3703568.818800003,3807482.4348000027,3907845.515800003,3998870.3688000017,4088044.9964000024,4218346.379821001,4270829.443821001,4338520.866821002,4391161.0668210015,4439594.510820997,4503229.229021001,4548335.374021,11592643.633000001,11762351.803999998,11798872.712000001,12039551.022,12181533.859000001,12181740.285,12591213.434999999,12426755.971999997,12143594.954000002,11804327.671,12685089.054,13025813.441000002,13331425.260999998,12706505.262,12497156.386999998,12199111.569,12630238.591,14210063.424000006,13885557.141999993,13412757.46799999,13356258.198000005,13649346.570000004,13416048.421999998,13529903.661000002,1295.678959179106,2317.2946005114904,2517.510394115413,2711.0915182408207,1895.7458390575605,3126.8322899122822,2398.1555308276443,4125.300956811053,4374.297899056582,23349.37502209109,10550.582771129626,11644.154167890718,12996.113951682044,10532.852933433942,8988.953815302968,6747.915415534807,11734.696682959902,1864.749440772372,4372.722846069105,6158.657514250268,4208.242147499639,2856.20176567645,1658.793419,3972.4228089205435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Coal and peat,,5974146.881,5977305.731,6265271.120999998,6678797.357000001,6899234.157000001,7260353.945,7635958.332,8092724.426999999,8128684.492,7993532.847,8619921.388,9055206.445999999,9036795.947999999,9427939.234000001,9476791.194,9210642.438,9182101.97,9428024.044,9757867.319,9550237.376000004,9139662.260000004,9802067.914,10040917.683,10171390.154,801741.6160000002,818358.759,835771.73,867779.8019999999,915794.265,977556.135,1067948.934,1147022.281,1198635.499,1259240.137,1333269.0920000002,1418521.471,1479503.153,1534270.329,1665221.2650000001,1735544.081,1781049.838,1830410.1749999998,1861555.1409999998,1900603.214,1938671.8429999999,1976957.9600000002,2001613.937,2042853.998,2108616.719,4210072,4230090,4264674,4360986,4467182,4589070.304,4788542.023,4923224.801,4923019.79,4842885.764,5313035.698,5484593.495,5742494.181,5810309.231000001,5866561.996,6019465.589,6137945.931,7355004.138999999,6949863.014999999,6560933.265,6580390.466000005,6850447.481000001,6582057.603,6956691.959000001,14.2547087460689,458.8003585814296,426.174610528038,519.6213995903912,0.8713171994329261,828.7824715366718,365.5826895575135,1804.7150293413445,2048.337227043047,9381.308383412843,6629.352433566957,4249.498410809835,3193.52568429084,1366.9556110387014,3077.5707323745023,1972.4330869452292,9770.29645828761,95.55449356156855,859.2903287062807,1143.9622587318247,590.9106219377377,1047.3970253818552,,1599.2295558768851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Oil,,1067380.7918462406,1020321.675296241,1020569.0009962409,1053045.996446241,1025987.0229602411,1025104.7749162408,951700.1680782406,999461.3141972409,961430.7355102407,918433.1032062409,909070.7271491068,993903.9117685864,1076101.8506032464,1034304.5329411469,1015119.5214766727,1001053.9249544236,915377.3583764957,906192.8258629576,862265.5604964001,815289.5604219998,745776.2197220002,796809.391725883,854668.6651396698,821968.275864,241902.53464999996,257380.08964999992,255521.96564999994,260792.24864999994,256554.11765,259967.37164999993,265629.55764999986,279363.07565,286038.41364999994,295128.61365,306126.7298500002,303343.46645,304267.8474,308416.2660999999,321094.64144999994,312376.8354499999,320353.45985000004,322538.9164499999,329192.9438709999,325266.568871,331237.25187100004,336061.045871,335992.1988209999,325523.12202099984,325065.505021,1159166.45,1162421.0499999998,1042930.5179999999,1013063.189,984062.9789999999,956966.503,965370.552,870108.587,806402.682,834267.192,774458.502,748321.889,732488.4240000001,608374.362,586265.129,552977.124,544845.612,557639.845,550881.1359999999,492591.0420000001,488713.1260000001,482259.73800000007,516910.068,517855.1980000002,16.14454170645089,231.26152832267545,7.16831618684241,0.1429784998115341,96.16521454407281,70.03872697077568,145.00695440107535,35.2159720242613,352.89957490560164,1141.317787058279,163.5554061940277,971.2155903377845,303.3505303700591,1404.299052948072,493.7046797687799,163.8037374416069,88.34353958199937,658.3124916850428,391.03583125980686,344.30428601694916,103.76126011625793,261.223778815819,1.514952,58.181847486496125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Natural gas,,2758270.180099999,2907436.83365,3101682.3319499996,3236166.3505,3470873.8326500007,3659452.2631000006,3870182.24285,4134675.0508000003,4307698.7341,4280935.2583,4734864.399649999,4902257.925154471,5123665.325439308,5052764.032300001,5138889.067550001,5468729.907900001,5735581.436349998,5813295.970350001,6025252.46155,6229948.897250001,6234184.58295,6347797.607329464,6467573.489336017,6571918.476999999,503190.0931500001,530085.51615,600835.7621499998,666526.6761499997,698726.9161499997,740844.0891499998,764618.9061499999,787877.69615,814863.74815,845874.0441499999,898365.9521499997,929271.82055,979277.6343999999,1027193.9406999998,1189074.8393499996,1237069.6573499998,1286394.3239499996,1332244.42295,1391654.5619499998,1417768.7499499999,1443492.35995,1469495.28395,1490651.048,1521001.0989999997,1551017.6399999997,6223405.183,6369840.754000001,6491268.194,6665501.833000001,6730288.879999999,6635703.478,6837300.859999999,6633422.584000001,6414172.482000001,6127174.715,6575510.854,6767079.057,6824188.6559999995,6253244.669,6006646.24,5587460.532,5906941.4059999995,6244540.592,6215778.018000001,6179224.280000006,6121239.406999998,6153858.305999996,5761536.894999999,5899768.435999999,34.78509882739556,299.8479870869081,468.7034407836694,939.4499542287872,1207.6301610277935,1107.0455350046736,74.83700696590395,1479.3815796693602,840.2167056506976,11071.318523974396,2036.3379648899445,4402.883365418079,6946.47512855321,5241.5311194085525,2555.031285855278,2521.823030815055,733.8262186002843,527.2881319101584,1492.2247368855255,4195.760039076467,3120.3057954286883,965.1431695155518,696.252459,1751.385502368179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Fossil fuels n.e.s.,,165539.791,172853.582,171299.83400000003,174897.571,188441.093,203774.738,223410.696,239258.50699999998,253807.443,268956.583,176729.42,170743.12300000002,212439.117,283760.02,181066.90899999999,294681.874,362692.105,452418.98799999995,428397.305,445732.332,488037.76399999997,482986.14,335778.13699999993,309786.234,716046.3449999999,726903.4979999999,741014.998,758987.668,766334.6089999999,756067.4029999999,771213.863,778969.5379999998,796665.385,811712.055,820632.653,829078.661,833912.9859999999,833688.2829999998,632091.689,622854.9419999999,611072.747,602851.482,635943.7329999999,627190.911,625119.4119999999,608646.7769999999,611337.3269999999,613851.0099999999,563635.51,,,,,,,,,,,22084,25819,32254,34577,37683.022,39208.324,40505.642,52878.848,169034.973,180008.881,165915.199,162781.04499999998,555543.856,155588.068,1230.4946098991904,1327.384726520478,1615.4640266168628,1251.8771859218307,591.079146286261,1120.9655564001616,1812.7288799031512,805.9883757760874,1132.8443914572354,1755.430327645574,1721.3369664786976,2020.5568013250197,2552.7626084679346,2520.0671500386184,2862.6471173044097,2089.855560332918,1142.2304664900098,583.5943236156021,1630.1719492174916,474.63093042502595,393.264470016955,582.4377919632237,961.026008,563.6259031889829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Nuclear,,,2588111.258,2636315.588,2661408.662,2637711.639,2740962.253,2769058.101,2791900.5590000004,2720120.588,2734723.218,2692627.329,2750407.9210000006,2576728.784,2460229.6040000003,2476945.636999999,2533390.302,2569723.7020000005,2605681.706,2633425.549,2708701.8230000003,2780488.636,2678922.186,2798890.5900000003,2678841.3269999996,2738520.3530000006,358461.5,360322.5,366680.5,366526.5,373804.5,377973.5,378598.5,379782.5,378601.7,379947.7,381693.5,386417.5,378876.7,376876.5,384746.5,390232.5,399060.5,398758.613,404019.69,401304.79000000004,396027.39,399162.89,397800.39,397506.69000000006,400308.49,19106,21978,21831,22057,22957,20534,22399,28916,27729,28114,27352,27738,27850,27450,26785,25618,26426,26579.203999999998,25956.142,25646.949,24969.698,24404.375,21174.507,20601.947,34.92512213563163,41.596091225101524,186.82294689454582,5.332597946383091,831.7975037967856,33.24532716132286,143.82501002172097,130.59634275809245,415.8682207645981,458.41530205827996,2563.8290491700272,2740.554789945215,60.882252118003244,433.83477847523596,7094.104003742228,185.91889840898796,3089.456407965625,165.85950955172558,2747.1325160452475,44.800666966857136,41.061011946131224,91.0919018932801,57.267048,121.57250964344775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
